EntryTime,Type,Leverage,EntryPrice,ExitTime,ExitPrice,Result,ROI% on Capital,Final Balance
2025-07-29T14:35:00.000Z,SHORT,5x,118036,2025-07-29T15:40:00.000Z,117327.784,WIN,3.00%,15641.84
2025-07-29T19:00:00.000Z,SHORT,5x,117630,2025-07-30T18:45:00.000Z,116924.22,WIN,3.00%,16111.09
2025-07-31T14:20:00.000Z,SHORT,5x,118108.5,2025-07-31T18:10:00.000Z,117399.849,WIN,3.00%,16594.43
2025-07-31T19:05:00.000Z,SHORT,5x,117510,2025-07-31T19:35:00.000Z,116804.94,WIN,3.00%,17092.26
2025-08-11T00:25:00.000Z,LONG,5x,119377.7,2025-08-11T01:55:00.000Z,120093.9662,WIN,3.00%,17605.03
2025-08-11T02:50:00.000Z,LONG,5x,121800,2025-08-11T21:50:00.000Z,118146,LOSS,-15.00%,14964.27
2025-08-12T12:25:00.000Z,LONG,5x,118441.3,2025-08-12T12:30:00.000Z,119151.94780000001,WIN,3.00%,15413.20
2025-08-12T13:20:00.000Z,LONG,5x,119086.6,2025-08-12T15:30:00.000Z,119801.1196,WIN,3.00%,15875.60
2025-08-12T15:55:00.000Z,LONG,5x,119888,2025-08-13T11:05:00.000Z,120607.328,WIN,3.00%,16351.87
2025-08-13T17:00:00.000Z,LONG,5x,121526.6,2025-08-13T19:20:00.000Z,122255.7596,WIN,3.00%,16842.42
2025-08-13T19:50:00.000Z,LONG,5x,122703,2025-08-13T22:40:00.000Z,123439.218,WIN,3.00%,17347.69
