EntryTime(KST),Type,Leverage,EntryPrice,ExitTime(KST),ExitPrice,Result,ROI% on Capital,Final Balance,5m_MACD,5m_Signal,5m_StochK,5m_StochD,5m_Cond,1h_MACD,1h_Signal,1h_StochK,1h_StochD,1h_Cond,1d_MACD,1d_Signal,1d_StochK,1d_StochD,1d_Cond
2026-02-16 17:00:00,LONG,5x,68594.2,2026-02-16 18:35:00,69005.7652,WIN,3.00%,217336.20,31.93,20.34,70.78,63.48,long,-240.74,-257.80,82.39,75.00,long,-4889.18,-5170.51,96.16,95.39,long
2026-02-17 06:00:00,LONG,5x,68429.1,2026-02-17 06:55:00,68839.67460000001,WIN,3.00%,223856.28,113.66,64.59,93.16,92.55,long,-194.67,-234.13,46.26,31.88,long,-4889.18,-5170.51,96.16,95.39,long
2026-02-17 08:50:00,LONG,5x,68956.3,2026-02-17 23:45:00,66887.611,LOSS,-15.00%,190277.84,82.42,72.63,76.49,53.97,long,-112.79,-198.53,62.26,55.29,long,-4889.18,-5170.51,96.16,95.39,long
2026-02-21 10:35:00,LONG,5x,67962,2026-02-21 23:20:00,68369.772,WIN,3.00%,195986.18,-7.28,-9.99,61.80,44.41,long,189.86,177.79,76.20,67.79,long,-4029.10,-4632.21,86.07,80.62,long
2026-02-22 00:15:00,LONG,5x,68513.9,2026-02-23 10:00:00,66458.483,LOSS,-15.00%,166588.25,87.08,84.90,43.11,33.82,long,222.40,180.21,99.49,93.22,long,-4029.10,-4632.21,86.07,80.62,long
2026-02-28 09:10:00,LONG,5x,65969.4,2026-02-28 15:35:00,63990.31799999999,LOSS,-15.00%,141600.01,98.77,88.00,68.81,57.60,long,-444.21,-457.54,81.81,55.40,long,-2944.57,-3616.57,83.43,79.62,long
2026-02-28 22:10:00,LONG,5x,64040,2026-02-28 22:45:00,64424.24,WIN,3.00%,145848.01,19.74,19.23,73.70,62.24,long,-627.80,-645.37,74.18,62.70,long,-2944.57,-3616.57,83.43,79.62,long
2026-02-28 23:35:00,LONG,5x,65091.3,2026-03-01 02:55:00,65481.8478,WIN,3.00%,150223.45,246.54,209.96,50.04,48.97,long,-587.83,-633.86,82.02,72.45,long,-2944.57,-3616.57,83.43,79.62,long
2026-03-01 03:35:00,LONG,5x,65688,2026-03-01 03:55:00,66082.128,WIN,3.00%,154730.16,148.98,122.50,61.60,43.42,long,-224.94,-468.33,100.00,96.34,long,-2944.57,-3616.57,83.43,79.62,long
2026-03-01 04:30:00,LONG,5x,66252.1,2026-03-01 05:15:00,66649.61260000001,WIN,3.00%,159372.06,216.68,195.66,50.00,36.22,long,-95.33,-393.73,100.00,99.29,long,-2944.57,-3616.57,83.43,79.62,long
2026-03-02 12:15:00,LONG,5x,66591.1,2026-03-02 12:35:00,66990.64660000001,WIN,3.00%,164153.22,30.74,15.42,90.15,66.51,long,-5.51,-42.91,84.60,77.94,long,-2478.75,-3264.44,88.52,83.03,long
2026-03-02 12:45:00,LONG,5x,66859.5,2026-03-03 00:00:00,67260.657,WIN,3.00%,169077.82,145.29,90.31,100.00,98.33,long,-5.51,-42.91,84.60,77.94,long,-2478.75,-3264.44,88.52,83.03,long
2026-03-03 00:35:00,LONG,5x,69409.7,2026-03-03 01:40:00,69826.15819999999,WIN,3.00%,174150.16,811.10,548.26,96.92,96.69,long,229.05,35.07,66.67,40.99,long,-2478.75,-3264.44,88.52,83.03,long
2026-03-03 06:10:00,LONG,5x,69234.2,2026-03-03 17:45:00,67157.174,LOSS,-15.00%,148027.63,68.72,43.11,59.44,56.63,long,786.69,510.97,86.46,85.09,long,-2478.75,-3264.44,88.52,83.03,long
2026-03-04 03:25:00,LONG,5x,68428.4,2026-03-04 03:35:00,68838.97039999999,WIN,3.00%,152468.46,147.99,146.12,91.74,73.77,long,67.71,3.52,100.00,84.05,long,-2209.43,-3053.44,88.74,84.80,long
2026-03-04 10:05:00,LONG,5x,68202.8,2026-03-04 10:35:00,68612.0168,WIN,3.00%,157042.52,-44.87,-45.39,84.82,69.93,long,168.24,119.71,76.79,76.47,long,-1626.54,-2768.06,97.79,91.68,long
2026-03-04 15:30:00,LONG,5x,68468.1,2026-03-04 16:40:00,68878.90860000001,WIN,3.00%,161753.79,111.18,79.87,62.82,52.30,long,126.42,119.05,44.07,39.11,long,-1626.54,-2768.06,97.79,91.68,long
2026-03-04 17:35:00,LONG,5x,69499.9,2026-03-04 17:45:00,69916.8994,WIN,3.00%,166606.40,298.18,294.19,19.10,15.75,long,423.12,196.95,92.37,70.61,long,-1626.54,-2768.06,97.79,91.68,long
2026-03-04 18:15:00,LONG,5x,71159.6,2026-03-04 18:35:00,71586.5576,WIN,3.00%,171604.60,635.23,513.71,81.68,80.66,long,612.24,280.01,100.00,89.26,long,-1626.54,-2768.06,97.79,91.68,long
2026-03-04 23:05:00,LONG,5x,71525.7,2026-03-04 23:15:00,71954.8542,WIN,3.00%,176752.73,108.14,88.23,55.27,48.52,long,972.30,691.33,88.63,86.93,long,-1626.54,-2768.06,97.79,91.68,long
2026-03-04 23:30:00,LONG,5x,72397.9,2026-03-05 00:25:00,72832.2874,WIN,3.00%,182055.32,205.81,136.60,62.44,60.68,long,972.30,691.33,88.63,86.93,long,-1626.54,-2768.06,97.79,91.68,long
2026-03-05 00:45:00,LONG,5x,72804.8,2026-03-05 00:55:00,73241.6288,WIN,3.00%,187516.98,354.57,275.59,69.16,68.79,long,1133.93,779.85,93.29,89.14,long,-1626.54,-2768.06,97.79,91.68,long
2026-03-05 02:10:00,LONG,5x,73492.1,2026-03-05 04:10:00,73933.05260000001,WIN,3.00%,193142.49,326.03,324.20,84.57,71.59,long,1303.25,958.12,96.41,95.15,long,-1626.54,-2768.06,97.79,91.68,long
2026-03-10 10:50:00,LONG,5x,69219.9,2026-03-10 11:30:00,69635.2194,WIN,3.00%,198936.76,78.25,77.56,36.77,20.87,long,418.88,393.12,38.42,28.64,long,-974.38,-1601.83,62.18,57.49,long
2026-03-10 12:20:00,LONG,5x,70164.4,2026-03-10 17:05:00,70585.38639999999,WIN,3.00%,204904.86,323.26,309.90,33.38,32.12,long,508.79,435.06,64.76,58.31,long,-974.38,-1601.83,62.18,57.49,long
2026-03-10 17:35:00,LONG,5x,70909.9,2026-03-10 23:55:00,71335.3594,WIN,3.00%,211052.01,232.52,193.42,70.41,70.02,long,658.96,550.85,68.49,60.76,long,-974.38,-1601.83,62.18,57.49,long
2026-03-11 01:20:00,LONG,5x,71480.1,2026-03-11 14:40:00,69335.697,LOSS,-15.00%,179394.21,210.43,206.24,68.86,44.16,long,712.07,670.01,66.93,52.12,long,-974.38,-1601.83,62.18,57.49,long
2026-03-11 23:25:00,LONG,5x,70612.9,2026-03-12 02:20:00,71036.5774,WIN,3.00%,184776.03,239.34,226.30,24.78,19.97,long,5.44,-18.06,74.86,44.44,long,-755.69,-1432.60,72.26,63.58,long
2026-03-12 04:40:00,LONG,5x,70637,2026-03-13 09:10:00,71060.822,WIN,3.00%,190319.31,-20.09,-26.11,100.00,81.87,long,191.97,89.40,91.81,91.59,long,-755.69,-1432.60,72.26,63.58,long
2026-03-13 10:00:00,LONG,5x,71498.8,2026-03-13 17:35:00,71927.79280000001,WIN,3.00%,196028.89,302.75,285.26,21.99,20.82,long,268.34,114.83,95.49,81.76,long,-348.38,-1074.44,80.16,76.19,long
2026-03-13 18:45:00,LONG,5x,71944.9,2026-03-13 19:15:00,72376.5694,WIN,3.00%,201909.76,88.60,86.22,39.38,31.79,long,452.87,351.09,85.48,78.24,long,-348.38,-1074.44,80.16,76.19,long
2026-03-13 19:40:00,LONG,5x,72457.2,2026-03-13 22:15:00,72891.9432,WIN,3.00%,207967.05,201.14,166.46,67.55,63.49,long,507.23,382.32,92.89,84.56,long,-348.38,-1074.44,80.16,76.19,long
2026-03-13 22:45:00,LONG,5x,73284.3,2026-03-13 23:20:00,73724.0058,WIN,3.00%,214206.06,234.19,190.82,60.80,55.91,long,660.20,487.46,92.54,91.93,long,-348.38,-1074.44,80.16,76.19,long
2026-03-15 03:30:00,LONG,5x,70634.4,2026-03-15 08:05:00,71058.2064,WIN,3.00%,220632.25,-11.26,-12.39,42.61,23.16,long,-139.97,-143.83,54.65,46.67,long,-164.67,-892.49,84.53,80.28,long
2026-03-15 13:10:00,LONG,5x,71551.6,2026-03-16 06:35:00,71980.9096,WIN,3.00%,227251.21,78.76,71.27,94.18,65.26,long,105.40,-2.36,95.70,84.90,long,109.14,-692.16,91.20,85.30,long
2026-03-16 07:00:00,LONG,5x,72192.3,2026-03-16 07:50:00,72625.4538,WIN,3.00%,234068.75,142.89,103.35,86.75,83.86,long,249.30,180.99,75.94,49.45,long,109.14,-692.16,91.20,85.30,long
2026-03-16 12:15:00,LONG,5x,72567.7,2026-03-16 12:30:00,73003.1062,WIN,3.00%,241090.81,-7.59,-9.60,61.62,51.63,long,444.59,312.16,78.56,76.50,long,487.34,-456.26,96.28,90.67,long
2026-03-16 13:15:00,LONG,5x,73778,2026-03-16 13:50:00,74220.668,WIN,3.00%,248323.54,314.79,265.70,52.16,51.36,long,523.73,354.47,85.10,77.23,long,487.34,-456.26,96.28,90.67,long
2026-03-16 21:20:00,LONG,5x,73726.8,2026-03-16 22:30:00,74169.1608,WIN,3.00%,255773.24,64.32,59.98,67.06,42.48,long,552.64,531.79,26.11,22.79,long,487.34,-456.26,96.28,90.67,long
2026-03-17 07:05:00,LONG,5x,74839.6,2026-03-17 09:10:00,75288.6376,WIN,3.00%,263446.44,154.56,117.51,55.61,44.69,long,516.53,489.71,89.22,70.80,long,487.34,-456.26,96.28,90.67,long
2026-03-17 09:55:00,LONG,5x,75283.9,2026-03-17 10:10:00,75735.60339999999,WIN,3.00%,271349.83,142.29,135.74,25.86,14.70,long,602.84,521.80,100.00,95.36,long,700.40,-224.93,94.90,94.13,long
2026-03-18 04:10:00,LONG,5x,74695.5,2026-03-18 21:30:00,72454.635,LOSS,-15.00%,230647.36,120.24,117.53,65.33,64.61,long,147.31,144.99,93.40,81.00,long,700.40,-224.93,94.90,94.13,long
2026-03-22 09:00:00,SHORT,5x,68408,2026-03-23 06:05:00,67997.552,WIN,3.00%,237566.78,-333.45,-158.85,0.00,5.73,short,-244.45,-69.71,0.69,8.53,short,-21.19,112.85,19.05,29.07,short
2026-03-23 10:00:00,SHORT,5x,67660.1,2026-03-23 20:05:00,69689.903,LOSS,-15.00%,201931.76,-108.91,-85.69,37.80,40.11,short,-448.22,-421.46,58.58,60.66,short,20.00,94.28,19.89,22.76,short
